,Day,Lag 1,Lag 2,Lag 3,Lag 4,Lag 5,Lag 6,Lag 7,Lag 8,Lag 9,Lag 10,Lag 11,Lag 12,Lag 13,Lag 14,Lag 15,Lag 16,Lag 17,Lag 18,Lag 19,Lag 20
0,0.3333333333333333,0.4558835622070554,0.4481128196694352,0.4544856508510814,0.4748787065208454,0.4825261080503249,0.4731929898857002,0.45662362881342,0.4578159773044981,0.4716717292985775,0.4649699819093826,0.4920236781514679,0.5374969081490009,0.5314118863580298,0.5673875462544199,0.5981004892689745,0.6074336033220953,0.6147109489351205,0.6186168818353754,0.6091193199572403,0.5868349601184112
1,0.5,0.4497985363045803,0.4558835622070554,0.4481128196694352,0.4544856508510814,0.4748787065208454,0.4825261080503249,0.4731929898857002,0.45662362881342,0.4578159773044981,0.4716717292985775,0.4649699819093826,0.4920236781514679,0.5374969081490009,0.5314118863580298,0.5673875462544199,0.5981004892689745,0.6074336033220953,0.6147109489351205,0.6186168818353754,0.6091193199572403
2,0.6666666666666666,0.4585971548392403,0.4497985363045803,0.4558835622070554,0.4481128196694352,0.4544856508510814,0.4748787065208454,0.4825261080503249,0.4731929898857002,0.45662362881342,0.4578159773044981,0.4716717292985775,0.4649699819093826,0.4920236781514679,0.5374969081490009,0.5314118863580298,0.5673875462544199,0.5981004892689745,0.6074336033220953,0.6147109489351205,0.6186168818353754
3,0.0,0.4593372255571088,0.4585971548392403,0.4497985363045803,0.4558835622070554,0.4481128196694352,0.4544856508510814,0.4748787065208454,0.4825261080503249,0.4731929898857002,0.45662362881342,0.4578159773044981,0.4716717292985775,0.4649699819093826,0.4920236781514679,0.5374969081490009,0.5314118863580298,0.5673875462544199,0.5981004892689745,0.6074336033220953,0.6147109489351205
4,0.16666666666666666,0.4513609160430886,0.4593372255571088,0.4585971548392403,0.4497985363045803,0.4558835622070554,0.4481128196694352,0.4544856508510814,0.4748787065208454,0.4825261080503249,0.4731929898857002,0.45662362881342,0.4578159773044981,0.4716717292985775,0.4649699819093826,0.4920236781514679,0.5374969081490009,0.5314118863580298,0.5673875462544199,0.5981004892689745,0.6074336033220953
5,0.3333333333333333,0.4496751994079435,0.4513609160430886,0.4593372255571088,0.4585971548392403,0.4497985363045803,0.4558835622070554,0.4481128196694352,0.4544856508510814,0.4748787065208454,0.4825261080503249,0.4731929898857002,0.45662362881342,0.4578159773044981,0.4716717292985775,0.4649699819093826,0.4920236781514679,0.5374969081490009,0.5314118863580298,0.5673875462544199,0.5981004892689745
6,0.5,0.4597072609160432,0.4496751994079435,0.4513609160430886,0.4593372255571088,0.4585971548392403,0.4497985363045803,0.4558835622070554,0.4481128196694352,0.4544856508510814,0.4748787065208454,0.4825261080503249,0.4731929898857002,0.45662362881342,0.4578159773044981,0.4716717292985775,0.4649699819093826,0.4920236781514679,0.5374969081490009,0.5314118863580298,0.5673875462544199
7,0.6666666666666666,0.4657511717786367,0.4597072609160432,0.4496751994079435,0.4513609160430886,0.4593372255571088,0.4585971548392403,0.4497985363045803,0.4558835622070554,0.4481128196694352,0.4544856508510814,0.4748787065208454,0.4825261080503249,0.4731929898857002,0.45662362881342,0.4578159773044981,0.4716717292985775,0.4649699819093826,0.4920236781514679,0.5374969081490009,0.5314118863580298
8,0.0,0.4674368884137818,0.4657511717786367,0.4597072609160432,0.4496751994079435,0.4513609160430886,0.4593372255571088,0.4585971548392403,0.4497985363045803,0.4558835622070554,0.4481128196694352,0.4544856508510814,0.4748787065208454,0.4825261080503249,0.4731929898857002,0.45662362881342,0.4578159773044981,0.4716717292985775,0.4649699819093826,0.4920236781514679,0.5374969081490009
9,0.16666666666666666,0.48441738343886204,0.4674368884137818,0.4657511717786367,0.4597072609160432,0.4496751994079435,0.4513609160430886,0.4593372255571088,0.4585971548392403,0.4497985363045803,0.4558835622070554,0.4481128196694352,0.4544856508510814,0.4748787065208454,0.4825261080503249,0.4731929898857002,0.45662362881342,0.4578159773044981,0.4716717292985775,0.4649699819093826,0.4920236781514679
