,All_values,Return_binary
221,1001010010101,1
222,0000110100101,0
223,0011001101001,0
224,0100110011010,0
225,0111001100110,0
226,1001010011001,1
227,0000110100110,1
228,0010101101001,1
229,0100101011010,0
230,0111001010110,1
231,1001010010101,1
232,0000110100101,1
233,0010101101001,1
234,0100101011010,0
235,0111001010110,1
236,1000110010101,1
237,0000101100101,0
238,0010101011001,1
239,0100101010110,0
240,0111001010101,1
241,1000110010101,0
242,0011001100101,1
243,0100110011001,1
244,0110101100110,1
245,1000101011001,0
246,0101001010110,0
247,0111010010101,1
248,1000110100101,0
249,0001001101001,0
250,0010110011010,1
251,0101001100110,0
252,0111010011001,0
253,1001010100110,0
254,0011010101001,0
255,0100110101010,0
256,0111001101010,0
257,1001010011010,1
258,0000110100110,0
259,0011001101001,1
260,0100110011010,0
261,0111001100110,0
262,1001010011001,1
263,0000110100110,0
264,0011001101001,1
265,0100110011010,0
266,0110101100110,1
267,1000101011001,0
268,0001001010110,1
269,0010110010101,1
270,0101001100101,1
271,0110110011001,1
272,1000101100110,0
273,0000101011001,0
274,0011001010110,1
275,0100110010101,0
276,0110101100101,1
277,1000101011001,0
278,0011001010110,0
279,0100110010101,1
280,0110101100101,1
281,1000101011001,1
282,0000101010110,1
283,0010101010101,0
284,0101001010101,0
285,0111010010101,0
286,1000110100101,0
287,0001001101001,0
288,0010110011010,1
289,0100101100110,0
290,0111001011001,1
291,1000110010110,1
292,0001001100101,1
293,0010110011001,0
294,0101001100110,1
295,0110110011001,0
296,1001001100110,1
297,0000110011001,1
298,0011001100110,1
299,0100110011001,1
300,0111001100110,1
301,1000110011001,1
302,0000101100110,1
303,0010101011001,1
304,0100101010110,0
305,0110101010101,1
306,1001001010101,0
307,0000110010101,1
308,0010101100101,1
309,0100101011001,1
310,0110101010110,0
311,0001001010101,1
312,0010110010101,0
313,0100101100101,0
314,0111001011001,1
315,1000110010110,0
316,0001001100101,1
317,0010110011001,1
318,0100101100110,0
319,0110101011001,0
320,1001001010110,1
321,0001010010101,0
322,0010110100101,0
323,0101001101001,0
324,0111010011010,0
325,1001010100110,0
326,0001010101001,0
327,0011010101010,1
328,0100110101010,1
329,0110101101010,1
330,1000101011010,1
331,0000101010110,1
332,0010101010101,1
333,0100101010101,1
334,0110101010101,0
335,1001001010101,1
336,0000110010101,0
337,0011001100101,1
338,0100110011001,1
339,0110101100110,0
340,1000101011001,1
341,0000101010110,1
342,0010101010101,1
343,0100101010101,1
344,0111001010101,0
345,1001010010101,1
346,0010110100101,0
347,0101001101001,0
348,0110110011010,0
349,1000101100110,1
350,0000101011001,1
351,0010101010110,0
352,0100101010101,0
353,0110101010101,0
354,1001001010101,1
355,0000110010101,1
356,0010101100101,0
357,0100101011001,1
358,0110101010110,1
359,1000101010101,0
360,0001001010101,1
361,0010110010101,1
362,0100101100101,0
363,0111001011001,1
364,1000110010110,0
365,0001001100101,0
366,0011010011001,0
367,0101010100110,1
368,0110110101001,0
369,1001001101010,0
370,0001010011010,1
371,0010110100110,1
372,0110101101001,0
373,1001001011010,1
374,0000110010110,1
375,0010101100101,0
376,0101001011001,1
377,0110110010110,1
378,1000101100101,0
379,0001001011001,0
380,0010110010110,0
381,0100101100101,0
382,0110101011001,1
383,1000101010110,0
384,0001001010101,1
385,0011010010101,0
386,0101010100101,0
387,0111010101001,0
388,1001010101010,0
389,0001010101010,1
390,0010110101010,1
391,0101001101010,1
392,0110110011010,1
393,1001001100110,0
394,0001010011001,1
395,0010110100110,0
396,0100101101001,1
397,0110101011010,0
398,1001001010110,0
399,0001010010101,1
400,0010110100101,0
401,0100101101001,0
402,0110101011010,1
403,1000101010110,1
404,0000101010101,0
405,0011001010101,1
406,0100110010101,1
407,0110101100101,1
408,1000101011001,1
409,0000101010110,0
410,0010101010101,0
411,0101001010101,1
412,0110110010101,1
413,1000101100101,1
414,0010101011001,1
415,0101001010110,0
416,0110110010101,1
417,1000101100101,0
418,0000101011001,0
419,0011001010110,1
420,0100110010101,0
421,0110101100101,1
422,1001001011001,0
423,0001010010110,0
424,0010110100101,1
425,0100101101001,1
426,0110101011010,0
427,1001001010110,0
428,0001010010101,0
429,0011010100101,1
430,0100110101001,1
431,0111001101010,1
432,1001010011010,0
433,0001010100110,1
434,0010110101001,0
435,0100101101010,0
436,0111001011010,1
437,1000110010110,1
438,0000101100101,1
439,0010101011001,1
440,0100101010110,0
441,0111001010101,0
442,1001010010101,1
443,0000110100101,1
444,0010101101001,1
445,0101001011010,1
446,0111010010110,1
447,1001010100101,0
448,0001010101001,0
449,0011010101010,1
450,0100110101010,0
451,0111001101010,0
452,1001010011010,0
453,0001010100110,0
454,0011010101001,0
455,0101010101010,1
456,0110110101010,0
457,1001001101010,0
458,0001010011010,0
459,0010110100110,1
460,0100101101001,0
461,0111001011010,0
462,1001010010110,0
463,0001010100101,1
464,0010110101001,1
465,0100101101010,1
466,0110101011010,0
467,1000101010110,1
468,0000101010101,0
469,0011001010101,1
470,0100110010101,1
471,1000101100101,1
472,0000101011001,0
473,0011001010110,1
474,0100110010101,1
475,0110101100101,0
476,1001001011001,1
477,0001010010110,0
478,0010110100101,0
479,0101001101001,1
480,0111010011010,1
481,1000110100110,1
482,0000101101001,0
483,0011001011010,0
484,0101010010110,1
485,0111010100101,0
486,1000110101001,0
487,0001001101010,0
488,0011010011010,0
489,0101010100110,1
490,0110110101001,1
491,1000101101010,1
492,0000101011010,0
493,0101001010110,1
494,0110110010101,0
495,1001001100101,1
496,0000110011001,0
497,0101001100110,0
498,0111010011001,0
499,1001010100110,0
500,0001010101001,1
501,0010110101010,0
502,0101001101010,1
503,0110110011010,1
504,1000101100110,0
505,0001001011001,1
506,0011010010110,0
507,0101010100101,0
508,0111010101001,0
509,1001010101010,0
510,0011010101010,0
511,0100110101010,1
512,0110101101010,1
513,1000101011010,0
514,0001001010110,1
515,0010110010101,0
516,0101001100101,1
517,0110110011001,0
518,1000101100110,1
519,0000101011001,0
520,0010101010110,0
521,0101001010101,1
522,0111010010101,0
523,1001010100101,0
524,0001010101001,0
525,0011010101010,0
526,0101010101010,1
527,0110110101010,0
528,1001001101010,0
529,0011010011010,1
530,0100110100110,1
531,0110101101001,1
532,1000101011010,0
533,0001001010110,1
534,0010110010101,1
535,0100101100101,1
536,0110101011001,0
537,1001001010110,0
538,0001010010101,1
539,0010110100101,0
540,0100101101001,1
541,0110101011010,0
542,1001001010110,0
543,0000110010101,0
544,0011001100101,1
545,0100110011001,1
546,0110101100110,1
547,1000101011001,0
548,0001001010110,1
549,0010110010101,1
550,0100101100101,0
551,0111001011001,1
552,0000110010110,1
553,0010101100101,0
554,0100101011001,0
555,0111001010110,0
556,1001010010101,1
557,0000110100101,1
558,0010101101001,1
559,0100101011010,1
560,0110101010110,1
561,1000101010101,1
562,0000101010101,0
563,0011001010101,0
564,0100110010101,0
565,0111001100101,0
566,1001010011001,0
567,0001010100110,1
568,0010110101001,0
569,0101001101010,1
570,0110110011010,0
571,1001001100110,1
572,0000110011001,0
573,0011001100110,0
574,0101010011001,1
575,0110110100110,1
576,1000101101001,1
577,0000101011010,0
578,0011001010110,0
579,0100110010101,0
580,0111001100101,1
581,1000110011001,1
582,0000101100110,0
583,0011001011001,1
584,0100110010110,0
585,0111001100101,1
586,1001010011001,0
587,0000110100110,1
588,0010101101001,0
589,0101001011010,1
590,0110110010110,1
591,1000101100101,0
592,0001001011001,1
593,0010110010110,0
594,0101001100101,1
595,0110110011001,1
596,1000101100110,0
597,0010101011001,1
598,0100101010110,1
599,0110101010101,1
600,1000101010101,1
601,0000101010101,0
602,0011001010101,0
603,0101010010101,1
604,0110110100101,1
605,1000101101001,0
606,0001001011010,1
607,0010110010110,0
608,0100101100101,0
609,0110101011001,1
610,1000101010110,1
611,0000101010101,1
612,0010101010101,1
613,0101001010101,0
614,0110110010101,1
615,1000101100101,0
616,0000101011001,0
617,0011001010110,0
618,0101010010101,1
619,0110110100101,0
620,1001001101001,0
621,0000110011010,0
622,0011001100110,1
623,0100110011001,0
624,0111001100110,0
625,0001010011001,1
626,0010110100110,1
627,0100101101001,0
628,0111001011010,1
629,1000110010110,1
630,0000101100101,0
631,0011001011001,0
632,0100110010110,1
633,0110101100101,1
634,1000101011001,1
635,0000101010110,0
636,0011001010101,0
637,0100110010101,1
638,0110101100101,0
639,1001001011001,1
640,0000110010110,0
641,0011001100101,1
642,0100110011001,1
643,0110101100110,0
644,1001001011001,0
645,0001010010110,0
646,0011010100101,1
647,0100110101001,1
648,0110101101010,0
649,1001001011010,1
650,0000110010110,0
651,0011001100101,0
652,0100110011001,0
653,0111001100110,0
654,1001010011001,1
655,0001010100110,0
656,0011010101001,0
657,0101010101010,0
658,0111010101010,0
659,1000110101010,1
660,0000101101010,0
661,0011001011010,0
662,0100110010110,1
663,0110101100101,1
664,1000101011001,0
665,0011001010110,0
666,0101010010101,0
667,0111010100101,0
668,1001010101001,1
669,0000110101010,1
670,0011001101010,0
671,0101010011010,0
672,0111010100110,1
673,1000110101001,1
674,0000101101010,0
675,0011001011010,1
676,0100110010110,0
677,0111001100101,1
678,1000110011001,1
679,0000101100110,0
680,0011001011001,0
681,0101010010110,0
682,0111010100101,1
683,1001010101001,1
684,0000110101010,0
685,0011001101010,1
686,0100110011010,1
687,0110101100110,0
688,1001001011001,1
689,0001010010110,0
690,0011010100101,0
691,0101010101001,0
692,0110110101010,0
693,1001001101010,0
694,0000110011010,1
695,0010101100110,0
696,0101001011001,0
697,0111010010110,1
698,1000110100101,0
699,0001001101001,1
700,0010110011010,0
701,0101001100110,0
702,0111010011001,0
703,1001010100110,0
704,0000110101001,0
705,0011001101010,1
706,0100110011010,1
707,0110101100110,1
708,1000101011001,0
709,0000101010110,1
710,0010101010101,1
711,0100101010101,0
712,0111001010101,0
713,1001010010101,1
714,0000110100101,0
715,0011001101001,0
716,0101010011010,0
717,0111010100110,1
718,1000110101001,0
719,0000101101010,0
720,0011001011010,0
721,0101010010110,0
722,0111010100101,0
723,1001010101001,1
724,0000110101010,1
725,0010101101010,0
726,0101001011010,1
727,1000110010110,1
728,0000101100101,0
729,0011001011001,1
730,0100110010110,1
731,0110101100101,0
732,1001001011001,0
733,0001010010110,0
734,0011010100101,1
735,0100110101001,1
736,0110101101010,0
737,1000101011010,0
738,0001001010110,0
739,0011010010101,0
740,0101010100101,1
741,0110110101001,0
742,1001001101010,0
743,0000110011010,0
744,0011001100110,0
745,0101010011001,0
746,1001010100110,0
747,0001010101001,0
748,0011010101010,0
749,0101010101010,1
750,1000110101010,1
751,0000101101010,1
752,0010101011010,1
753,0100101010110,1
754,0110101010101,1
755,1000101010101,1
756,0000101010101,0
757,0011001010101,1
758,0100110010101,0
759,0110101100101,1
760,1000101011001,1
761,0010101010110,0
762,0101001010101,1
763,0110110010101,0
764,1000101100101,0
765,0000101011001,1
766,0010101010110,0
767,0101001010101,1
768,0110110010101,0
769,1001001100101,0
770,0001010011001,0
771,0010110100110,1
772,0100101101001,1
773,0110101011010,1
774,1000101010110,0
775,0000101010101,0
776,0011001010101,0
777,0101010010101,1
778,0111010100101,1
779,1000110101001,0
780,0011001101010,0
781,0101010011010,0
782,0110110100110,0
783,1001001101001,0
784,0001010011010,0
785,0011010100110,1
786,0100110101001,0
787,0110101101010,0
788,1001001011010,0
789,0001010010110,0
790,0011010100101,0
791,0101010101001,1
792,0110110101010,0
793,1001001101010,1
794,0000110011010,0
795,0011001100110,1
796,0100110011001,1
797,0111001100110,1
798,1000110011001,1
799,0000101100110,0
800,0011001011001,1
801,0100110010110,1
802,0110101100101,1
803,1000101011001,0
804,0001001010110,1
805,0010110010101,0
806,0100101100101,1
807,0111001011001,1
808,1000110010110,0
809,0001001100101,0
810,0011010011001,0
811,0101010100110,1
812,0110110101001,1
813,1001001101010,1
814,0000110011010,0
815,0011001100110,0
816,0101010011001,1
817,0110110100110,1
818,0000101101001,0
819,0011001011010,0
820,0101010010110,0
821,0111010100101,1
822,1000110101001,1
823,0000101101010,0
824,0011001011010,1
825,0100110010110,1
826,0110101100101,0
827,1001001011001,1
828,0000110010110,1
829,0010101100101,1
830,0100101011001,1
831,0110101010110,1
832,1000101010101,1
833,0000101010101,1
834,0010101010101,0
835,0101001010101,1
836,0110110010101,0
837,1001001100101,1
838,0000110011001,0
839,0011001100110,1
840,0100110011001,0
841,0111001100110,1
842,1000110011001,0
843,0001001100110,1
844,0010110011001,1
845,0100101100110,1
846,0110101011001,0
847,1001001010110,1
848,0011010010101,1
849,0100110100101,0
850,0111001101001,1
851,1001010011010,1
852,0000110100110,1
853,0010101101001,1
854,0100101011010,0
855,0111001010110,1
856,1000110010101,0
857,0001001100101,0
858,0011010011001,1
859,0101010100110,0
860,0111010101001,1
861,1000110101010,0
862,0001001101010,0
863,0011010011010,0
864,0101010100110,0
865,0111010101001,1
866,1000110101010,1
867,0001001101010,0
868,0011010011010,1
869,0100110100110,1
870,0110101101001,1
871,1000101011010,1
872,0000101010110,1
873,0010101010101,0
874,0101001010101,1
875,0110110010101,0
876,0001001100101,0
877,0011010011001,0
878,0101010100110,0
879,0111010101001,1
880,1000110101010,1
881,0000101101010,1
882,0010101011010,1
883,0100101010110,1
884,0110101010101,1
885,1000101010101,1
886,0000101010101,1
887,0010101010101,0
888,0101001010101,1
889,0110110010101,1
890,1000101100101,1
891,0000101011001,1
892,0010101010110,1
893,0100101010101,0
894,0111001010101,1
895,1000110010101,1
896,0000101100101,1
897,0010101011001,1
898,0100101010110,0
899,0111001010101,0
900,1001010010101,1
901,0000110100101,1
902,0010101101001,1
903,0100101011010,1
904,0110101010110,1
905,1000101010101,0
906,0001001010101,0
907,0011010010101,1
908,0100110100101,0
909,0110101101001,1
910,1000101011010,1
911,0001001010110,0
912,0011010010101,0
913,0101010100101,1
914,0110110101001,1
915,1000101101010,1
916,0000101011010,0
917,0010101010110,1
918,0100101010101,0
919,0111001010101,1
920,1001010010101,1
921,0010110100101,1
922,0100101101001,1
923,0110101011010,1
924,1000101010110,1
925,0000101010101,1
926,0010101010101,1
927,0100101010101,1
928,0110101010101,0
929,1001001010101,0
930,0001010010101,1
931,0010110100101,0
932,0101001101001,0
933,0111010011010,0
934,1001010100110,0
935,0001010101001,1
936,0010110101010,1
937,0100101101010,0
938,0111001011010,0
939,1001010010110,0
940,0001010100101,1
941,0010110101001,1
942,0100101101010,0
943,0110101011010,1
944,1001001010110,1
945,0000110010101,0
946,0011001100101,0
947,0101010011001,1
948,0111010100110,1
949,1000110101001,0
950,0001001101010,1
951,0010110011010,0
952,0101001100110,1
953,0110110011001,0
954,1001001100110,0
955,0001010011001,0
956,0011010100110,1
957,0100110101001,0
958,0111001101010,1
959,1000110011010,0
960,0001001100110,1
961,0010110011001,0
962,0100101100110,1
963,0111001011001,1
964,1000110010110,1
965,0001001100101,1
966,0010110011001,1
967,0100101100110,1
968,0110101011001,0
969,1001001010110,1
970,0000110010101,1
971,0010101100101,1
972,0100101011001,0
973,0111001010110,0
974,1000110010101,0
975,0001001100101,1
976,0011010011001,0
977,0101010100110,1
978,1000110101001,0
979,0000101101010,1
980,0010101011010,1
981,0100101010110,1
982,0110101010101,1
983,1000101010101,1
984,0001001010101,1
985,0010110010101,0
986,0100101100101,0
987,0111001011001,1
988,1000110010110,0
989,0001001100101,1
990,0010110011001,0
991,0100101100110,0
992,0111001011001,0
993,1000110010110,0
994,0001001100101,1
995,0010110011001,1
996,0100101100110,1
997,0110101011001,1
998,0000101010110,1
999,0010101010101,0
1000,0101001010101,1
1001,0110110010101,0
1002,0000101100101,1
1003,0011001011001,0
1004,0101010010110,0
1005,0110110100101,0
1006,1000101101001,0
1007,0000101011010,1
1008,0011001010110,0
1009,0101010010101,1
1010,0110110100101,1
1011,1000101101001,0
1012,0011001011010,1
1013,0100110010110,0
1014,0110101100101,0
1015,1001001011001,0
1016,0001010010110,1
1017,0010110100101,0
1018,0101001101001,0
1019,0111010011010,0
1020,1001010100110,0
1021,0001010101001,1
1022,0010110101010,1
1023,0100101101010,1
1024,0110101011010,0
1025,1001001010110,1
1026,0000110010101,1
1027,0010101100101,1
1028,0101001011001,0
1029,0111010010110,1
1030,1000110100101,1
1031,0011001101001,1
1032,0100110011010,1
1033,0110101100110,1
1034,1000101011001,1
1035,0000101010110,0
1036,0011001010101,0
1037,0101010010101,1
1038,0110110100101,0
1039,1000101101001,1
1040,0000101011010,1
1041,0010101010110,1
1042,0100101010101,1
1043,0110101010101,0
1044,1001001010101,1
1045,0000110010101,0
1046,0011001100101,1
1047,0100110011001,1
1048,0110101100110,0
1049,1000101011001,0
1050,0001001010110,0
1051,0010110010101,1
1052,0100101100101,0
1053,0111001011001,1
1054,1000110010110,0
1055,0000101100101,1
1056,0010101011001,1
1057,0100101010110,0
1058,0111001010101,1
1059,1000110010101,0
1060,0001001100101,1
1061,0010110011001,1
1062,0100101100110,0
1063,0111001011001,1
1064,0000110010110,1
1065,0010101100101,0
1066,0101001011001,0
1067,0111010010110,0
1068,1001010100101,1
1069,0000110101001,0
1070,0010101101010,0
1071,0101001011010,1
1072,0110110010110,1
1073,1000101100101,0
1074,0001001011001,0
1075,0011010010110,1
1076,0100110100101,0
1077,0111001101001,1
1078,1000110011010,1
1079,0000101100110,1
1080,0010101011001,0
1081,0101001010110,1
1082,0110110010101,1
1083,1000101100101,0
1084,0001001011001,1
1085,0010110010110,0
1086,0101001100101,0
1087,0111010011001,0
1088,1001010100110,0
1089,0001010101001,1
1090,0010110101010,0
1091,0100101101010,1
1092,0110101011010,0
1093,1001001010110,0
1094,0001010010101,1
1095,0010110100101,0
1096,0101001101001,1
1097,0110110011010,0
1098,1001001100110,1
1099,0000110011001,1
1100,0010101100110,0
1101,0100101011001,1
1102,0111001010110,1
1103,1000110010101,0
1104,0011001100101,0
1105,0101010011001,1
1106,0110110100110,1
1107,1000101101001,0
1108,0001001011010,0
1109,0011010010110,0
1110,0101010100101,0
1111,0111010101001,1
1112,1000110101010,1
1113,0000101101010,1
1114,0010101011010,1
1115,0100101010110,1
1116,0110101010101,0
1117,1001001010101,1
1118,0000110010101,0
1119,0011001100101,0
1120,0101010011001,0
1121,0111010100110,0
1122,1001010101001,0
1123,0001010101010,0
1124,0011010101010,0
1125,0101010101010,0
1126,0111010101010,0
1127,1001010101010,0
1128,0011010101010,0
1129,0101010101010,1
1130,0110110101010,1
1131,1000101101010,0
1132,0001001011010,0
1133,0011010010110,1
1134,0100110100101,0
1135,0110101101001,0
1136,1001001011010,0
1137,0001010010110,1
1138,0010110100101,0
1139,0100101101001,1
1140,0111001011010,1
1141,1000110010110,1
1142,0000101100101,1
1143,0010101011001,0
1144,0101001010110,0
1145,0110110010101,0
1146,1001001100101,0
1147,0000110011001,1
1148,0010101100110,0
1149,0101001011001,1
1150,0110110010110,1
1151,1000101100101,1
1152,0000101011001,1
1153,0010101010110,0
1154,0100101010101,0
1155,0111001010101,0
1156,1001010010101,0
1157,0001010100101,0
1158,0010110101001,1
1159,0100101101010,1
1160,0110101011010,0
1161,1001001010110,1
1162,0000110010101,0
1163,0011001100101,0
1164,0101010011001,1
1165,0110110100110,0
1166,1001001101001,1
1167,0000110011010,0
1168,0011001100110,0
1169,0101010011001,1
1170,0110110100110,1
1171,1000101101001,1
1172,0010101011010,0
1173,0101001010110,0
1174,0111010010101,1
1175,1001010100101,0
1176,0001010101001,1
1177,0011010101010,1
1178,0100110101010,1
1179,0110101101010,1
1180,1000101011010,1
1181,0000101010110,1
1182,0010101010101,1
1183,0100101010101,0
1184,0111001010101,0
1185,1000110010101,1
1186,0000101100101,0
1187,0011001011001,1
1188,0100110010110,1
1189,0110101100101,1
1190,1000101011001,1
1191,0000101010110,0
1192,0011001010101,1
1193,0100110010101,0
1194,0111001100101,1
1195,1000110011001,1
1196,0000101100110,0
1197,0011001011001,0
1198,0100110010110,1
1199,0110101100101,0
1200,1001001011001,1
1201,0001010010110,1
1202,0010110100101,0
1203,0101001101001,1
1204,0110110011010,1
1205,1001001100110,0
1206,0000110011001,1
1207,0011001100110,0
1208,0100110011001,0
1209,0110101100110,1
1210,1001001011001,0
1211,0001010010110,0
1212,0011010100101,1
1213,0100110101001,1
1214,0111001101010,1
1215,1000110011010,1
1216,0000101100110,0
1217,0010101011001,0
1218,0101001010110,0
1219,0111010010101,1
1220,1000110100101,1
1221,0000101101001,0
1222,0011001011010,0
1223,0101010010110,1
1224,0110110100101,1
1225,1000101101001,1
1226,0000101011010,0
1227,0010101010110,0
1228,0101001010101,1
1229,1000110010101,1
1230,0000101100101,0
1231,0011001011001,0
1232,0101010010110,1
1233,0110110100101,1
1234,1000101101001,1
1235,0000101011010,0
1236,0011001010110,1
1237,0100110010101,1
1238,0110101100101,1
1239,1000101011001,1
1240,0000101010110,1
1241,0010101010101,1
1242,0100101010101,0
1243,0111001010101,1
1244,1000110010101,1
1245,0000101100101,1
1246,0010101011001,1
1247,0100101010110,1
1248,0110101010101,1
1249,0000101010101,1
1250,0010101010101,0
1251,0101001010101,1
1252,0110110010101,0
