,All_values,Return_binary
316,0000110101001,1.0
317,0011001101010,1.0
318,0100110011010,0.0
319,0110101100110,0.0
320,1001001011001,0.0
321,0001010010110,0.0
322,0011010100101,0.0
323,0101010101001,0.0
324,0110110101010,0.0
325,1001001101010,0.0
326,0001010011010,1.0
327,0011010100110,0.0
328,0100110101001,0.0
329,0110101101010,1.0
330,1001001011010,0.0
331,0000110010110,0.0
332,0011001100101,0.0
333,0101010011001,0.0
334,0111010100110,1.0
335,1001010101001,1.0
336,0000110101010,0.0
337,0010101101010,1.0
338,0101001011010,1.0
339,0110110010110,1.0
340,1000101100101,0.0
341,0000101011001,1.0
342,0011001010110,1.0
343,0100110010101,1.0
344,0111001100101,0.0
345,1000110011001,1.0
346,0011001100110,1.0
347,0100110011001,0.0
348,0110101100110,0.0
349,1001001011001,0.0
350,0001010010110,0.0
351,0011010100101,0.0
352,0101010101001,0.0
353,0111010101010,1.0
354,1001010101010,0.0
355,0000110101010,0.0
356,0011001101010,0.0
357,0101010011010,1.0
358,0111010100110,0.0
359,1001010101001,0.0
360,0001010101010,1.0
361,0011010101010,1.0
362,0100110101010,0.0
363,0110101101010,0.0
364,1001001011010,0.0
365,0001010010110,0.0
366,0011010100101,1.0
367,0101010101001,1.0
368,0110110101010,0.0
369,1001001101010,1.0
370,0001010011010,1.0
371,0011010100110,1.0
372,0110110101001,1.0
373,1000101101010,1.0
374,0000101011010,0.0
375,0010101010110,1.0
376,0101001010101,1.0
377,0110110010101,0.0
378,1000101100101,1.0
379,0001001011001,1.0
380,0010110010110,0.0
381,0100101100101,1.0
382,0111001011001,0.0
383,1000110010110,0.0
384,0001001100101,1.0
385,0011010011001,0.0
386,0100110100110,0.0
387,0111001101001,0.0
388,1000110011010,0.0
389,0001001100110,0.0
390,0011010011001,0.0
391,0101010100110,1.0
392,0111010101001,1.0
393,1001010101010,0.0
394,0000110101010,1.0
395,0011001101010,1.0
396,0100110011010,0.0
397,0111001100110,0.0
398,1001010011001,1.0
399,0001010100110,0.0
400,0011010101001,0.0
401,0101010101010,1.0
402,0111010101010,0.0
403,1000110101010,1.0
404,0001001101010,1.0
405,0010110011010,1.0
406,0100101100110,0.0
407,0110101011001,1.0
408,1001001010110,0.0
409,0000110010101,0.0
410,0011001100101,1.0
411,0101010011001,1.0
412,0110110100110,1.0
413,1000101101001,1.0
414,0010101011010,0.0
415,0100101010110,0.0
416,0111001010101,0.0
417,1001010010101,0.0
418,0001010100101,1.0
419,0011010101001,0.0
420,0100110101010,1.0
421,0111001101010,1.0
422,1001010011010,0.0
423,0000110100110,1.0
424,0011001101001,1.0
425,0101010011010,0.0
426,0110110100110,0.0
427,1001001101001,0.0
428,0001010011010,1.0
429,0011010100110,1.0
430,0100110101001,0.0
431,0110101101010,0.0
432,1001001011010,1.0
433,0001010010110,1.0
434,0010110100101,1.0
435,0100101101001,1.0
436,0110101011010,1.0
437,1000101010110,1.0
438,0000101010101,1.0
439,0010101010101,0.0
440,0101001010101,0.0
441,0111010010101,1.0
442,1001010100101,0.0
443,0000110101001,1.0
444,0011001101010,1.0
445,0100110011010,0.0
446,0110101100110,0.0
447,1001001011001,1.0
448,0001010010110,1.0
449,0010110100101,1.0
450,0100101101001,0.0
451,0110101011010,0.0
452,1001001010110,0.0
453,0001010010101,1.0
454,0011010100101,0.0
455,0100110101001,0.0
456,0111001101010,0.0
457,1001010011010,0.0
458,0001010100110,0.0
459,0011010101001,0.0
460,0101010101010,0.0
461,0111010101010,0.0
462,1001010101010,1.0
463,0001010101010,1.0
464,0010110101010,1.0
465,0100101101010,0.0
466,0110101011010,0.0
467,1000101010110,0.0
468,0001001010101,0.0
469,0011010010101,1.0
470,0101010100101,1.0
471,1000110101001,0.0
472,0000101101010,0.0
473,0011001011010,1.0
474,0101010010110,0.0
475,0110110100101,1.0
476,1001001101001,0.0
477,0000110011010,0.0
478,0011001100110,0.0
479,0100110011001,0.0
480,0111001100110,1.0
481,1001010011001,1.0
482,0000110100110,0.0
483,0010101101001,0.0
484,0101001011010,1.0
485,0111010010110,0.0
486,1000110100101,0.0
487,0001001101001,1.0
488,0011010011010,1.0
489,0101010100110,1.0
490,0110110101001,0.0
491,1000101101010,1.0
492,0001001011010,0.0
493,0100110010110,0.0
494,0111001100101,0.0
495,1001010011001,0.0
496,0001010100110,0.0
497,0101010101001,0.0
498,0111010101010,0.0
499,1001010101010,0.0
500,0001010101010,0.0
501,0011010101010,0.0
502,0101010101010,1.0
503,0111010101010,0.0
504,1000110101010,1.0
505,0001001101010,1.0
506,0011010011010,1.0
507,0100110100110,0.0
508,0110101101001,1.0
509,1001001011010,0.0
510,0010110010110,1.0
511,0101001100101,0.0
512,0110110011001,0.0
513,1000101100110,1.0
514,0001001011001,0.0
515,0010110010110,1.0
516,0101001100101,1.0
517,0110110011001,1.0
518,1000101100110,0.0
519,0000101011001,1.0
520,0011001010110,1.0
521,0100110010101,1.0
522,0110101100101,0.0
523,1001001011001,0.0
524,0001010010110,0.0
525,0011010100101,1.0
526,0101010101001,0.0
527,0110110101010,1.0
528,1001001101010,0.0
529,0010110011010,1.0
530,0101001100110,0.0
531,0110110011001,0.0
532,1001001100110,1.0
533,0001010011001,1.0
534,0010110100110,0.0
535,0100101101001,0.0
536,0110101011010,0.0
537,1001001010110,0.0
538,0001010010101,1.0
539,0011010100101,1.0
540,0100110101001,0.0
541,0110101101010,0.0
542,1001001011010,0.0
543,0001010010110,0.0
544,0011010100101,0.0
545,0101010101001,0.0
546,0111010101010,0.0
547,1001010101010,0.0
548,0001010101010,1.0
549,0011010101010,1.0
550,0100110101010,1.0
551,0110101101010,1.0
552,0000101011010,1.0
553,0010101010110,0.0
554,0101001010101,0.0
555,0111010010101,1.0
556,1001010100101,1.0
557,0000110101001,1.0
558,0010101101010,0.0
559,0100101011010,1.0
560,0111001010110,1.0
561,1000110010101,1.0
562,0000101100101,1.0
563,0010101011001,0.0
564,0100101010110,1.0
565,0111001010101,0.0
566,1000110010101,0.0
567,0001001100101,0.0
568,0011010011001,0.0
569,0101010100110,0.0
570,0111010101001,1.0
571,1001010101010,0.0
572,0001010101010,0.0
573,0011010101010,0.0
574,0101010101010,1.0
575,0111010101010,1.0
576,1000110101010,1.0
577,0000101101010,1.0
578,0010101011010,0.0
579,0100101010110,1.0
580,0111001010101,0.0
581,1000110010101,0.0
582,0001001100101,0.0
583,0011010011001,0.0
584,0101010100110,0.0
585,0111010101001,1.0
586,1001010101010,0.0
587,0000110101010,0.0
588,0011001101010,1.0
589,0101010011010,1.0
590,0110110100110,1.0
591,1000101101001,0.0
592,0000101011010,0.0
593,0011001010110,0.0
594,0101010010101,0.0
595,0111010100101,0.0
596,1001010101001,1.0
597,0011010101010,0.0
598,0100110101010,1.0
599,0111001101010,0.0
600,1000110011010,0.0
601,0001001100110,1.0
602,0011010011001,1.0
603,0100110100110,1.0
604,0110101101001,0.0
605,1000101011010,0.0
606,0000101010110,0.0
607,0011001010101,0.0
608,0101010010101,0.0
609,0111010100101,1.0
610,1001010101001,1.0
611,0001010101010,1.0
612,0010110101010,0.0
613,0100101101010,1.0
614,0111001011010,0.0
615,1000110010110,0.0
616,0001001100101,0.0
617,0011010011001,1.0
618,0101010100110,0.0
619,0110110101001,0.0
620,1000101101010,1.0
621,0000101011010,0.0
622,0010101010110,0.0
623,0101001010101,1.0
624,0111010010101,1.0
625,0001010100101,1.0
626,0011010101001,0.0
627,0100110101010,0.0
628,0111001101010,0.0
629,1001010011010,0.0
630,0001010100110,0.0
631,0011010101001,1.0
632,0100010101010,1.0
633,0110100101010,1.0
634,1000101001010,0.0
635,0000101010010,1.0
636,0011001010100,1.0
637,0100110010101,0.0
638,0110101100101,1.0
639,1001001011001,0.0
640,0001010010110,1.0
641,0011010100101,1.0
642,0100110101001,1.0
643,0111001101010,1.0
644,1000110011010,1.0
645,0001001100110,1.0
646,0010110011001,0.0
647,0100101100110,1.0
648,0110101011001,1.0
649,1000101010110,1.0
650,0000101010101,1.0
651,0010101010101,0.0
652,0100101010101,0.0
653,0111001010101,1.0
654,1001010010101,0.0
655,0001010100101,0.0
656,0010110101001,0.0
657,0101001101010,0.0
658,0110110011010,1.0
659,1000101100110,0.0
660,0000101011001,0.0
661,0010101010110,0.0
662,0101001010101,1.0
663,0110110010101,1.0
664,1000101100101,1.0
665,0010101011001,0.0
666,0101001010110,0.0
667,0111010010101,1.0
668,1001010100101,0.0
669,0000110101001,0.0
670,0011001101010,0.0
671,0101010011010,1.0
672,0111010100110,1.0
673,1000110101001,0.0
674,0000101101010,1.0
675,0011001011010,0.0
676,0100110010110,1.0
677,0111001100101,0.0
678,1000110011001,0.0
679,0000101100110,1.0
680,0011001011001,0.0
681,0101010010110,0.0
682,0111010100101,0.0
683,1001010101001,0.0
684,0000110101010,1.0
685,0011001101010,1.0
686,0100110011010,0.0
687,0110101100110,0.0
688,1001001011001,0.0
689,0001010010110,0.0
690,0011010100101,0.0
691,0101010101001,0.0
692,0111010101010,1.0
693,1001010101010,1.0
694,0000110101010,0.0
695,0010101101010,0.0
696,0101001011010,1.0
697,0111010010110,1.0
698,1000110100101,1.0
699,0000101101001,1.0
700,0010101011010,1.0
701,0100101010110,0.0
702,0110101010101,1.0
703,1001001010101,0.0
704,0000110010101,1.0
705,0011001100101,0.0
706,0100110011001,1.0
707,0110101100110,1.0
708,1000101011001,1.0
709,0000101010110,0.0
710,0010101010101,0.0
711,0101001010101,0.0
712,0111010010101,0.0
713,1001010100101,0.0
714,0001010101001,1.0
715,0011010101010,0.0
716,0101010101010,1.0
717,0111010101010,0.0
718,1000110101010,1.0
719,0001001101010,0.0
720,0010110011010,0.0
721,0101001100110,0.0
722,0111010011001,1.0
723,1001010100110,1.0
724,0001010101001,1.0
725,0010110101010,1.0
726,0100101101010,1.0
727,1000101011010,0.0
728,0000101010110,1.0
729,0011001010101,1.0
730,0100110010101,1.0
731,0110101100101,1.0
732,1000101011001,1.0
733,0000101010110,0.0
734,0010101010101,1.0
735,0101001010101,0.0
736,0110110010101,1.0
737,1001001100101,0.0
738,0000110011001,1.0
739,0011001100110,1.0
740,0100110011001,0.0
741,0110101100110,1.0
742,1001001011001,0.0
743,0001010010110,0.0
744,0011010100101,1.0
745,0101010101001,0.0
746,1000110101010,0.0
747,0001001101010,1.0
748,0010110011010,1.0
749,0100101100110,1.0
750,1000101011001,0.0
751,0000101010110,1.0
752,0011001010101,1.0
753,0100110010101,1.0
754,0110101100101,0.0
755,1000101011001,0.0
756,0001001010110,0.0
757,0011010010101,0.0
758,0101010100101,1.0
759,0111010101001,1.0
760,1000110101010,0.0
761,0010101101010,0.0
762,0101001011010,1.0
763,0111010010110,1.0
764,1000110100101,0.0
765,0000101101001,0.0
766,0011001011010,1.0
767,0101010010110,0.0
768,0110110100101,0.0
769,1001001101001,1.0
770,0001010011010,1.0
771,0010110100110,0.0
772,0101001101001,0.0
773,0111010011010,1.0
774,1001010100110,0.0
775,0000110101001,0.0
776,0011001101010,0.0
777,0101010011010,1.0
778,0111010100110,1.0
779,1000110101001,0.0
780,0010101101010,0.0
781,0100101011010,0.0
782,0111001010110,0.0
783,1001010010101,1.0
784,0001010100101,1.0
785,0010110101001,0.0
786,0100101101010,0.0
787,0111001011010,0.0
788,1001010010110,0.0
789,0001010100101,0.0
790,0011010101001,1.0
791,0101010101010,0.0
792,0111010101010,1.0
793,1001010101010,0.0
794,0000110101010,1.0
795,0011001101010,1.0
796,0100110011010,1.0
797,0110101100110,1.0
798,1000101011001,0.0
799,0000101010110,1.0
800,0011001010101,1.0
801,0100110010101,0.0
802,0110101100101,0.0
803,1001001011001,1.0
804,0001010010110,0.0
805,0010110100101,1.0
806,0101001101001,1.0
807,0111010011010,0.0
808,1000110100110,0.0
809,0000101101001,1.0
810,0011001011010,1.0
811,0100110010110,1.0
812,0110101100101,1.0
813,1000101011001,1.0
814,0000101010110,0.0
815,0010101010101,1.0
816,0100101010101,1.0
817,0111001010101,1.0
818,0000110010101,0.0
819,0010101100101,1.0
820,0101001011001,1.0
821,0110110010110,1.0
822,1001001100101,0.0
823,0000110011001,1.0
824,0011001100110,1.0
825,0100110011001,1.0
826,0110101100110,1.0
827,1000101011001,0.0
828,0000101010110,0.0
829,0011001010101,1.0
830,0100110010101,0.0
831,0110101100101,1.0
832,1001001011001,1.0
833,0000110010110,1.0
834,0010101100101,1.0
835,0100101011001,0.0
836,0111001010110,0.0
837,1001010010101,1.0
838,0001010100101,0.0
839,0010110101001,0.0
840,0101001101010,1.0
841,0111010011010,0.0
842,1000110100110,1.0
843,0001001101001,0.0
844,0010110011010,0.0
845,0101001100110,0.0
846,0111010011001,0.0
847,1000110100110,0.0
848,0011001101001,0.0
849,0100110011010,0.0
850,0111001100110,1.0
851,1001010011001,1.0
852,0000110100110,1.0
853,0010101101001,0.0
854,0100101011010,0.0
855,0111001010110,1.0
856,1001010010101,0.0
857,0000110100101,1.0
858,0011001101001,0.0
859,0100110011010,1.0
860,0111001100110,1.0
861,1000110011001,0.0
862,0000101100110,1.0
863,0010101011001,1.0
864,0100101010110,0.0
865,0110101010101,0.0
866,1001001010101,0.0
867,0001010010101,0.0
868,0011010100101,0.0
869,0101010101001,1.0
870,0111010101010,0.0
871,1000110101010,0.0
872,0001001101010,1.0
873,0011010011010,0.0
874,0100110100110,1.0
875,0110101101001,0.0
876,0000101011010,0.0
877,0010101010110,0.0
878,0101001010101,1.0
879,0111010010101,0.0
880,1000110100101,1.0
881,0001001101001,0.0
882,0010110011010,1.0
883,0101001100110,0.0
884,0110110011001,0.0
885,1001001100110,1.0
886,0001010011001,0.0
887,0010110100110,0.0
888,0101001101001,1.0
889,0110110011010,1.0
890,1000101100110,1.0
891,0000101011001,1.0
892,0011001010110,1.0
893,0100110010101,1.0
894,0110101100101,0.0
895,1001001011001,0.0
896,0001010010110,1.0
897,0011010100101,1.0
898,0100110101001,0.0
899,0110101101010,1.0
900,1001001011010,0.0
901,0000110010110,0.0
902,0011001100101,1.0
903,0101010011001,1.0
904,0110110100110,0.0
905,1000101101001,0.0
906,0001001011010,1.0
907,0010110010110,0.0
908,0100101100101,1.0
909,0110101011001,1.0
910,1000101010110,1.0
911,0000101010101,1.0
912,0010101010101,1.0
913,0100101010101,0.0
914,0110101010101,0.0
915,1001001010101,0.0
916,0001010010101,0.0
917,0011010100101,1.0
918,0101010101001,1.0
919,0110110101010,1.0
920,1000101101010,1.0
921,0010101011010,1.0
922,0100101010110,1.0
923,0110101010101,1.0
924,1000101010101,1.0
925,0001001010101,1.0
926,0010110010101,0.0
927,0100101100101,1.0
928,0111001011001,0.0
929,1000110010110,1.0
930,0001001100101,0.0
931,0010110011001,0.0
932,0101001100110,1.0
933,0111010011001,1.0
934,1000110100110,0.0
935,0001001101001,0.0
936,0011010011010,0.0
937,0101010100110,0.0
938,0111010101001,1.0
939,1001010101010,1.0
940,0000110101010,1.0
941,0011001101010,0.0
942,0100110011010,1.0
943,0111001100110,1.0
944,1000110011001,1.0
945,0000101100110,0.0
946,0010101011001,1.0
947,0101001010110,1.0
948,0111010010101,0.0
949,1000110100101,0.0
950,0001001101001,1.0
951,0011010011010,0.0
952,0100110100110,0.0
953,0111001101001,0.0
954,1001010011010,0.0
955,0001010100110,0.0
956,0011010101001,0.0
957,0101010101010,1.0
958,0110110101010,0.0
959,1000101101010,0.0
960,0001001011010,1.0
961,0011010010110,0.0
962,0100110100101,1.0
963,0111001101001,1.0
964,1000110011010,1.0
965,0000101100110,0.0
966,0011001011001,1.0
967,0101010010110,0.0
968,0110110100101,1.0
969,1001001101001,1.0
970,0000110011010,0.0
971,0010101100110,0.0
972,0100101011001,0.0
973,0111001010110,0.0
974,1001010010101,0.0
975,0000110100101,1.0
976,0011001101001,1.0
977,0100110011010,0.0
978,1000101100110,1.0
979,0000101011001,0.0
980,0010101010110,1.0
981,0101001010101,1.0
982,0110110010101,1.0
983,1000101100101,1.0
984,0000101011001,0.0
985,0010101010110,0.0
986,0101001010101,0.0
987,0111010010101,1.0
988,1001010100101,0.0
989,0000110101001,0.0
990,0011001101010,1.0
991,0101010011010,0.0
992,0110110100110,0.0
993,1000101101001,1.0
994,0001001011010,1.0
995,0010110010110,1.0
996,0100101100101,1.0
997,0110101011001,0.0
998,0000101010110,0.0
999,0011001010101,1.0
1000,0101010010101,0.0
1001,0110110100101,0.0
1002,0001001101001,1.0
1003,0011010011010,0.0
1004,0100110100110,1.0
1005,0111001101001,0.0
1006,1000110011010,0.0
1007,0001001100110,1.0
1008,0011010011001,1.0
1009,0100110100110,1.0
1010,0110101101001,0.0
1011,1000101011010,1.0
1012,0011001010110,1.0
1013,0100110010101,0.0
1014,0110101100101,0.0
1015,1001001011001,0.0
1016,0001010010110,0.0
1017,0011010100101,0.0
1018,0101010101001,1.0
1019,0111010101010,1.0
1020,1000110101010,1.0
1021,0000101101010,1.0
1022,0010101011010,0.0
1023,0100101010110,0.0
1024,0111001010101,1.0
1025,1001010010101,1.0
1026,0000110100101,1.0
1027,0010101101001,0.0
1028,0100101011010,1.0
1029,0111001010110,1.0
1030,1000110010101,1.0
1031,0010101100101,0.0
1032,0101001011001,0.0
1033,0111010010110,1.0
1034,1000110100101,1.0
1035,0000101101001,1.0
1036,0010101011010,1.0
1037,0100101010110,0.0
1038,0110101010101,1.0
1039,1000101010101,1.0
1040,0000101010101,0.0
1041,0010101010101,0.0
1042,0101001010101,0.0
1043,0111010010101,1.0
1044,1001010100101,0.0
1045,0000110101001,1.0
1046,0011001101010,1.0
1047,0100110011010,0.0
1048,0110101100110,1.0
1049,1001001011001,0.0
1050,0001010010110,0.0
1051,0010110100101,0.0
1052,0101001101001,0.0
1053,0111010011010,0.0
1054,1001010100110,1.0
1055,0000110101001,1.0
1056,0010101101010,1.0
1057,0100101011010,0.0
1058,0110101010110,0.0
1059,1001001010101,1.0
1060,0001010010101,0.0
1061,0011010100101,1.0
1062,0101010101001,1.0
1063,0110110101010,0.0
1064,0000101101010,0.0
1065,0011001011010,0.0
1066,0101010010110,1.0
1067,0111010100101,0.0
1068,1001010101001,1.0
1069,0001010101010,0.0
1070,0010110101010,0.0
1071,0101001101010,0.0
1072,0111010011010,0.0
1073,1001010100110,0.0
1074,0001010101001,1.0
1075,0011010101010,0.0
1076,0100110101010,0.0
1077,0111001101010,1.0
1078,1001010011010,0.0
1079,0000110100110,0.0
1080,0011001101001,1.0
1081,0101010011010,1.0
1082,0110110100110,0.0
1083,1000101101001,1.0
1084,0001001011010,0.0
1085,0010110010110,1.0
1086,0101001100101,0.0
1087,0110110011001,0.0
1088,1001001100110,1.0
1089,0001010011001,0.0
1090,0010110100110,1.0
1091,0100101101001,0.0
1092,0110101011010,0.0
1093,1001001010110,1.0
1094,0000110010101,0.0
1095,0010101100101,1.0
1096,0101001011001,0.0
1097,0110110010110,1.0
1098,1001001100101,0.0
1099,0000110011001,1.0
1100,0011001100110,1.0
1101,0100110011001,1.0
1102,0110101100110,1.0
1103,1000101011001,0.0
1104,0010101010110,1.0
1105,0100101010101,0.0
1106,0110101010101,0.0
1107,1001001010101,0.0
1108,0001010010101,1.0
1109,0011010100101,0.0
1110,0100110101001,1.0
1111,0111001101010,1.0
1112,1000110011010,0.0
1113,0000101100110,1.0
1114,0011001011001,1.0
1115,0100110010110,1.0
1116,0110101100101,0.0
1117,1000101011001,0.0
1118,0001001010110,0.0
1119,0011010010101,1.0
1120,0101010100101,0.0
1121,0110110101001,0.0
1122,1000101101010,0.0
1123,0001001011010,0.0
1124,0011010010110,1.0
1125,0101010100101,1.0
1126,0111010101001,0.0
1127,1000110101010,0.0
1128,0011001101010,1.0
1129,0101010011010,1.0
1130,0110110100110,0.0
1131,1000101101001,0.0
1132,0000101011010,1.0
1133,0011001010110,0.0
1134,0101010010101,0.0
1135,0110110100101,0.0
1136,1001001101001,0.0
1137,0001010011010,1.0
1138,0011010100110,1.0
1139,0100110101001,1.0
1140,0111001101010,1.0
1141,1000110011010,1.0
1142,0000101100110,0.0
1143,0010101011001,1.0
1144,0101001010110,1.0
1145,0110110010101,1.0
1146,1001001100101,0.0
1147,0000110011001,1.0
1148,0011001100110,0.0
1149,0101010011001,0.0
1150,0111010100110,0.0
1151,1001010101001,1.0
