,All_values,Return_binary
0,0010110101001,0
1,0101001101010,1
2,0110110011010,0
3,1001001100110,0
4,0011010011001,0
5,0101010100110,0
6,0111010101001,1
7,1000110101010,0
8,0001001101010,0
9,0011010011010,1
10,0101010100110,1
11,0111010101001,0
12,1001010101010,1
13,0000110101010,0
14,0011001101010,1
15,0100110011010,0
16,0111001100110,0
17,1001010011001,0
18,0001010100110,0
19,0011010101001,1
20,0101010101010,1
21,0111010101010,1
22,1000110101010,1
23,0000101101010,1
24,0010101011010,0
25,0101001010110,1
26,0110110010101,1
27,1001001100101,0
28,0011010011001,0
29,0101010100110,1
30,0111010101001,1
31,1000110101010,1
32,0000101101010,0
33,0011001011010,0
34,0101010010110,0
35,0111010100101,0
36,1001010101001,0
37,0001010101010,0
38,0011010101010,0
39,0101010101010,1
40,0111010101010,0
41,1001010101010,1
42,0000110101010,0
43,0011001101010,1
44,0100110011010,0
45,0111001100110,0
46,1001010011001,1
47,0000110100110,1
48,0011001101001,0
49,0101010011010,0
50,0111010100110,1
51,1001010101001,1
52,0001010101010,0
53,0011010101010,0
54,0101010101010,0
55,0111010101010,0
56,1001010101010,0
57,0001010101010,0
58,0011010101010,0
59,0101010101010,1
60,0111010101010,1
61,1001010101010,1
62,0001010101010,0
63,0011010101010,0
64,0101010101010,0
65,0111010101010,1
66,0001010101010,0
67,0011010101010,1
68,0100110101010,0
69,0111001101010,0
70,1001010011010,1
71,0001010100110,0
72,0011010101001,1
73,0101010101010,1
74,0111010101010,0
75,1001010101010,1
76,0001010101010,0
77,0011010101010,1
78,0101010101010,1
79,0111010101010,0
80,1001010101010,1
81,0001010101010,1
82,0010110101010,0
83,0101001101010,0
84,0111010011010,1
85,1001010100110,0
86,0001010101001,1
87,0011010101010,0
88,0101010101010,1
89,0111010101010,0
90,1001010101010,1
91,0000110101010,0
92,0011001101010,0
93,0101010011010,1
94,0111010100110,0
95,1001010101001,0
96,0011010101010,0
97,0101010101010,0
98,0111010101010,1
99,1000110101010,1
100,0001001101010,0
101,0011010011010,0
102,0101010100110,0
103,0111010101001,0
104,1001010101010,0
105,0001010101010,0
106,0011010101010,1
107,0101010101010,0
108,0111010101010,1
109,1001010101010,0
110,0001010101010,0
111,0011010101010,0
112,0101010101010,1
113,0111010101010,0
114,1001010101010,1
115,0001010101010,0
116,0011010101010,1
117,0101010101010,0
118,0111010101010,1
119,1001010101010,1
120,0001010101010,0
121,0101010101010,0
122,0111010101010,1
123,1001010101010,0
124,0001010101010,1
125,0010110101010,0
126,0101001101010,0
127,0111010011010,0
128,1001010100110,0
129,0001010101001,0
130,0011010101010,1
131,0101010101010,1
132,0110110101010,0
133,1001001101010,0
134,0001010011010,1
135,0010110100110,1
136,0100101101001,0
137,0111001011010,0
138,1001010010110,1
139,0001010100101,0
140,0011010101001,0
141,0101010101010,1
142,0111010101010,1
143,1000110101010,0
144,0001001101010,0
145,0010110011010,1
146,0101001100110,0
147,0111010011001,0
148,1001010100110,0
149,0001010101001,0
150,0011010101010,0
151,0101010101010,1
152,0110110101010,1
153,1001001101010,0
154,0001010011010,0
155,0011010100110,0
156,0101010101001,0
157,0111010101010,0
158,1001010101010,0
159,0001010101010,1
160,0010110101010,0
161,0101001101010,1
162,0110110011010,1
163,1001001100110,1
164,0010110011001,1
165,0100101100110,0
166,0111001011001,0
167,1000110010110,0
168,0001001100101,1
169,0011010011001,1
170,0100110100110,0
171,0111001101001,0
172,1001010011010,1
173,0001010100110,1
174,0011010101001,0
175,0101010101010,0
176,0111010101010,0
177,1001010101010,0
178,0001010101010,1
179,0011010101010,0
180,0101010101010,1
181,0111010101010,0
182,1001010101010,0
183,0001010101010,0
184,0011010101010,1
185,0100110101010,1
186,0110101101010,0
187,1001001011010,0
188,0001010010110,0
189,0011010100101,0
190,0101010101001,0
191,0111010101010,1
192,1001010101010,1
193,0001010101010,1
194,0010110101010,0
195,0101001101010,1
196,0111010011010,0
197,1001010100110,0
198,0001010101001,0
199,0010110101010,0
200,0101001101010,1
201,0111010011010,1
202,1001010100110,0
203,0001010101001,0
204,0011010101010,0
205,0101010101010,1
206,0111010101010,0
207,1001010101010,1
208,0001010101010,1
209,0011010101010,1
210,0101010101010,1
211,0110110101010,0
212,1001001101010,1
213,0001010011010,0
214,0011010100110,0
215,0101010101001,1
216,0110110101010,0
217,1001001101010,0
218,0001010011010,0
219,0011010100110,0
220,0101010101001,0
221,1001010101010,0
222,0001010101010,0
223,0011010101010,1
224,0100110101010,1
225,0111001101010,0
226,1001010011010,0
227,0001010100110,1
228,0010110101001,1
229,0101001101010,1
230,0111010011010,0
231,1001010100110,1
232,0001010101001,1
233,0011010101010,0
234,0101010101010,1
235,0110110101010,1
236,1000101101010,0
237,0001001011010,0
238,0011010010110,0
239,0101010100101,1
240,0111010101001,0
241,1001010101010,0
242,0011010101010,1
243,0101010101010,1
244,0111010101010,1
245,1001010101010,1
246,0101010101010,0
247,0111010101010,1
248,1000110101010,0
249,0001001101010,1
250,0011010011010,0
251,0101010100110,0
252,0111010101001,1
253,1001010101010,0
254,0011010101010,1
255,0101010101010,0
256,0111010101010,0
257,1001010101010,1
258,0001010101010,0
259,0011010101010,1
260,0100110101010,1
261,0111001101010,0
262,1001010011010,1
263,0001010100110,1
264,0011010101001,0
265,0101010101010,1
266,0111010101010,0
267,1001010101010,1
268,0001010101010,0
269,0011010101010,1
270,0101010101010,1
271,0111010101010,0
272,1001010101010,0
273,0001010101010,0
274,0011010101010,1
275,0101010101010,1
276,0111010101010,0
277,1001010101010,1
278,0011010101010,1
279,0101010101010,0
280,0111010101010,0
281,1001010101010,0
282,0001010101010,1
283,0010110101010,0
284,0101001101010,0
285,0111010011010,1
286,1000110100110,0
287,0001001101001,0
288,0011010011010,1
289,0100110100110,0
290,0111001101001,0
291,1001010011010,1
292,0001010100110,0
293,0011010101001,0
294,0101010101010,0
295,0111010101010,1
296,1001010101010,1
297,0000110101010,0
298,0011001101010,0
299,0101010011010,0
300,0111010100110,0
301,1001010101001,0
302,0001010101010,1
303,0010110101010,0
304,0101001101010,0
305,0111010011010,0
306,1001010100110,0
307,0001010101001,0
308,0011010101010,0
309,0101010101010,0
310,0111010101010,0
311,0001010101010,0
312,0011010101010,1
313,0101010101010,0
314,0111010101010,0
315,1001010101010,0
316,0001010101010,0
317,0011010101010,1
318,0101010101010,0
319,0111010101010,0
320,1001010101010,1
321,0001010101010,1
322,0010110101010,0
323,0101001101010,1
324,0110110011010,0
325,1001001100110,0
