,All_values,Return_to_pred
279,0011010010110,4.0
280,0101010100101,1.0
281,0110110101001,2.0
282,1001001101010,1.0
283,0000110011010,4.0
284,0011001100110,1.0
285,0100110011001,3.0
286,0111001100110,2.0
287,1000110011001,1.0
288,0001001100110,0.0
289,0011010011001,1.0
290,0101010100110,0.0
291,1001010101001,0.0
292,0001010101010,1.0
293,0011010101010,3.0
294,0101010101010,1.0
295,0110110101010,3.0
296,1001001101010,0.0
297,0000110011010,4.0
298,0011001100110,0.0
299,0100110011001,3.0
300,0111001100110,0.0
301,1000110011001,1.0
302,0001001100110,4.0
303,0011010011001,4.0
304,0100110100110,4.0
305,0110101101001,2.0
306,1000101011010,1.0
307,0001001010110,4.0
308,0011010010101,2.0
309,0100110100101,1.0
310,1001001101001,3.0
311,0001010011010,2.0
312,0010110100110,3.0
