0,3.0
1,2.0
2,1.0
3,2.0
4,2.0
5,3.0
6,3.0
7,1.0
8,2.0
9,2.0
10,2.0
11,2.0
12,2.0
13,2.0
14,1.0
15,4.0
16,1.0
17,2.0
18,3.0
19,1.0
20,3.0
21,3.0
22,3.0
23,0.0
24,3.0
25,2.0
26,2.0
27,2.0
28,2.0
29,2.0
30,3.0
31,2.0
32,3.0
33,1.0
34,3.0
35,1.0
36,2.0
37,2.0
38,2.0
39,2.0
40,2.0
41,2.0
42,3.0
43,2.0
44,3.0
45,2.0
46,2.0
47,2.0
48,1.0
49,2.0
50,2.0
51,2.0
52,1.0
53,1.0
54,3.0
55,2.0
56,2.0
57,3.0
58,2.0
59,2.0
60,2.0
61,1.0
62,1.0
63,2.0
64,1.0
65,2.0
66,2.0
67,4.0
68,3.0
69,2.0
70,2.0
71,1.0
72,3.0
73,2.0
74,2.0
75,1.0
76,2.0
77,2.0
78,2.0
79,2.0
80,2.0
81,2.0
82,2.0
83,2.0
84,2.0
85,0.0
86,3.0
87,0.0
88,2.0
89,2.0
90,2.0
91,1.0
92,2.0
93,1.0
94,2.0
95,3.0
96,1.0
97,3.0
98,2.0
99,3.0
100,0.0
101,2.0
102,2.0
103,1.0
104,2.0
105,0.0
106,0.0
107,3.0
108,4.0
109,2.0
110,1.0
111,2.0
112,3.0
113,1.0
114,0.0
115,2.0
116,0.0
117,2.0
118,4.0
119,2.0
120,2.0
121,1.0
122,2.0
123,1.0
124,2.0
125,1.0
126,0.0
127,2.0
128,2.0
129,2.0
130,1.0
131,4.0
132,1.0
133,0.0
134,4.0
135,2.0
136,0.0
137,1.0
138,3.0
139,3.0
140,1.0
141,2.0
142,2.0
143,2.0
144,1.0
145,1.0
146,2.0
147,3.0
148,1.0
149,4.0
150,4.0
151,3.0
152,2.0
153,1.0
154,1.0
155,1.0
156,1.0
157,2.0
158,2.0
159,3.0
160,3.0
161,3.0
162,2.0
163,1.0
164,2.0
165,1.0
166,2.0
167,2.0
168,3.0
169,3.0
170,2.0
171,1.0
172,2.0
173,2.0
174,2.0
175,4.0
176,3.0
177,1.0
178,3.0
179,2.0
180,1.0
181,3.0
182,2.0
183,1.0
184,2.0
185,3.0
186,2.0
187,3.0
188,2.0
189,2.0
190,2.0
191,3.0
192,3.0
193,2.0
194,2.0
195,3.0
196,2.0
197,2.0
198,2.0
199,2.0
200,2.0
201,3.0
202,1.0
203,2.0
204,3.0
205,0.0
206,1.0
207,1.0
208,4.0
209,1.0
210,2.0
211,3.0
212,2.0
213,3.0
214,0.0
215,2.0
216,3.0
217,2.0
218,2.0
219,2.0
220,2.0
221,2.0
222,1.0
223,2.0
224,1.0
225,2.0
226,2.0
227,3.0
228,3.0
229,2.0
230,2.0
231,2.0
232,2.0
233,2.0
234,2.0
235,2.0
236,2.0
237,2.0
238,2.0
239,2.0
240,2.0
241,1.0
242,3.0
243,3.0
244,3.0
245,1.0
246,1.0
247,2.0
248,2.0
249,2.0
250,2.0
251,2.0
252,2.0
253,2.0
254,2.0
255,1.0
256,1.0
257,3.0
258,2.0
259,2.0
260,2.0
261,1.0
262,2.0
263,1.0
264,2.0
265,2.0
266,2.0
267,1.0
268,2.0
269,2.0
270,3.0
271,2.0
272,2.0
273,2.0
274,3.0
275,2.0
276,3.0
277,0.0
278,2.0
279,2.0
280,2.0
281,2.0
282,2.0
283,0.0
284,1.0
285,2.0
286,1.0
287,2.0
288,2.0
289,2.0
290,4.0
291,2.0
292,3.0
293,1.0
294,3.0
295,2.0
296,2.0
297,2.0
298,2.0
299,2.0
300,3.0
301,3.0
302,2.0
303,2.0
304,2.0
305,2.0
306,2.0
307,2.0
308,3.0
309,2.0
310,2.0
311,3.0
312,2.0
313,2.0
314,2.0
315,1.0
316,3.0
317,3.0
318,2.0
319,2.0
320,2.0
321,2.0
322,2.0
323,2.0
324,2.0
325,1.0
326,2.0
327,4.0
328,3.0
329,2.0
330,3.0
331,2.0
332,2.0
333,2.0
334,0.0
335,2.0
336,2.0
337,4.0
338,2.0
339,2.0
340,2.0
341,2.0
342,2.0
343,2.0
344,1.0
345,3.0
346,2.0
347,2.0
348,2.0
349,2.0
350,2.0
351,2.0
352,2.0
353,1.0
354,2.0
355,2.0
356,2.0
357,3.0
358,2.0
359,2.0
360,2.0
361,3.0
362,1.0
363,3.0
364,1.0
365,2.0
366,2.0
367,2.0
368,2.0
369,2.0
370,3.0
371,3.0
372,2.0
373,2.0
374,2.0
375,2.0
376,2.0
377,3.0
378,1.0
379,2.0
380,2.0
381,2.0
382,2.0
383,1.0
384,3.0
385,1.0
386,2.0
387,1.0
388,1.0
389,3.0
390,2.0
391,2.0
392,3.0
393,1.0
394,2.0
395,2.0
396,2.0
397,0.0
398,2.0
399,3.0
400,2.0
401,0.0
402,3.0
403,4.0
404,2.0
405,3.0
406,3.0
407,2.0
408,3.0
409,2.0
410,1.0
411,3.0
412,2.0
413,3.0
414,2.0
415,2.0
416,3.0
417,2.0
418,2.0
419,2.0
420,2.0
421,2.0
422,2.0
423,2.0
424,4.0
425,2.0
426,2.0
427,2.0
428,2.0
429,2.0
430,2.0
431,2.0
432,2.0
433,2.0
434,2.0
435,2.0
436,3.0
437,3.0
438,2.0
439,2.0
440,2.0
441,1.0
442,2.0
443,3.0
444,2.0
445,2.0
446,2.0
447,1.0
448,1.0
449,3.0
450,1.0
451,1.0
452,2.0
453,2.0
454,2.0
455,3.0
456,1.0
457,2.0
458,2.0
459,3.0
460,1.0
461,2.0
462,0.0
463,2.0
464,3.0
465,2.0
466,1.0
467,4.0
468,1.0
469,3.0
470,2.0
471,2.0
472,1.0
473,2.0
474,4.0
475,1.0
476,2.0
477,2.0
478,2.0
479,2.0
480,2.0
481,2.0
482,2.0
483,0.0
484,3.0
485,2.0
486,1.0
487,1.0
488,2.0
489,3.0
490,3.0
491,3.0
492,2.0
493,3.0
494,2.0
495,2.0
496,1.0
497,1.0
498,2.0
499,0.0
500,3.0
501,2.0
502,2.0
503,4.0
504,1.0
505,3.0
506,1.0
507,2.0
508,2.0
509,0.0
510,1.0
511,3.0
512,2.0
513,1.0
514,2.0
515,2.0
516,3.0
517,2.0
518,3.0
519,2.0
520,1.0
521,2.0
522,0.0
523,1.0
524,2.0
525,2.0
526,3.0
527,0.0
528,1.0
529,2.0
530,3.0
531,2.0
532,2.0
533,2.0
534,3.0
535,2.0
536,1.0
537,0.0
538,2.0
539,2.0
540,2.0
541,1.0
542,2.0
543,1.0
544,3.0
545,2.0
546,2.0
547,1.0
548,2.0
549,3.0
550,0.0
551,3.0
552,3.0
553,2.0
554,1.0
555,1.0
556,3.0
557,2.0
558,4.0
559,3.0
560,2.0
561,2.0
562,2.0
563,2.0
564,1.0
565,2.0
566,1.0
567,2.0
568,0.0
569,4.0
570,1.0
571,3.0
572,1.0
573,1.0
574,3.0
575,3.0
576,2.0
577,1.0
578,2.0
579,1.0
580,3.0
